index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
2705,Last Notice,Liyana Fizi,female,asia,wasabi,Male,North America,"1. First I noticed a significant use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on interpersonal relationships and personal feelings. 2. Then I observed themes of heartbreak, uncertainty, and emotional vulnerability, often expressed through metaphors like 'skies falling.' The language isn't overly formal but also avoids extreme slang, suggesting a contemporary, accessible style. 3. This led me to conclude that the artist is likely male, given the introspective and somewhat melancholic tone, and originates from North America, reflecting common lyrical themes and language patterns in that region.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2706,Belvedia,Kotoko,female,asia,wasabi,Male,North America,"1. First I noticed the prevalence of first-person pronouns ('I', 'my') and introspective language, suggesting a focus on personal feelings and experiences, which is often, though not exclusively, more common in male artists. 2. Then I observed the themes of loss, longing, and a sense of being trapped, often explored in contemporary music from North America. The poetic and slightly melancholic tone aligns with certain musical trends in the region. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 9, 'romance_topics': 6, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 10, 'second_person': 1, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 3}",9,6,1,1,1,1,1,2,4,1,3,3,10,1,1,4,7,1,1,3
2707,Lagu Enam,Iwan Fals,male,asia,wasabi,Male,Europe,"1. First I noticed the nostalgic and somewhat melancholic tone, focusing on lost childhood innocence and a critique of consumerism. This aligns with a male perspective often exploring themes of societal change and reflection. 2. Then I observed the use of imagery and metaphors ('orange peel cars,' 'banana leaf horses') which suggests a European artistic sensibility, particularly one rooted in a tradition of literary and poetic expression. The commentary on societal shifts and the loss of creativity feels more aligned with European cultural critiques. 3. This led me to conclude that the artist is likely male and originates from Europe, given the combination of introspective lyrical content and a specific style of imagery.","{'emotions': 9, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 6, 'success_money': 8, 'family': 3, 'slang_usage': 2, 'formal_language': 5, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 1, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 8, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 7}",9,1,1,1,6,8,3,2,5,1,3,1,10,1,2,4,8,3,1,7
2708,Ash,Gackt,male,asia,wasabi,Male,North America,"1. First I noticed the prevalence of first-person pronouns ('I', 'my') and expressions of intense emotion like resentment and sorrow, which are often more readily expressed in male artists within certain genres. 2. Then I observed the themes of loss, pain, and a willingness to sacrifice ('If only this body could burn fiercely, I would offer everything for you'), combined with imagery of violence ('With a knife, I trace the trail of tears again and again') which suggests a darker, potentially masculine emotional landscape. 3. This led me to conclude that the artist is likely male, and given the poetic and slightly melancholic style, I believe the artist is from North America, possibly drawing inspiration from American or Canadian literary traditions.","{'emotions': 9, 'romance_topics': 8, 'party_club': 1, 'violence': 6, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 3}",9,8,1,6,1,1,1,2,4,1,3,1,9,6,3,4,5,1,5,3
2709,I Want What I Want,Tata Young,female,asia,wasabi,Male,North America,"1. First I noticed a strong presence of first-person pronouns ('I,' 'me,' 'my') and assertive statements like 'I want what I want,' indicating a potentially masculine perspective and a focus on individual desires. 2. Then I observed the use of slang ('honey,' 'getting it on,' 'getting it wrong'), profanity ('hell'), and references to money and success, which are often associated with male artists in popular music. The themes of ambition and a slightly rebellious attitude also lean towards a male artist. 3. This led me to conclude that the artist is likely male and originates from North America, given the linguistic patterns and cultural references.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 4, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,4,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2710,Besar Dan Kecil,Iwan Fals,male,asia,wasabi,Male,North America,"1. First I noticed the use of colloquial language and imagery, particularly the comparisons to vehicles and animals, which is a common stylistic choice in North American popular music. 2. Then I observed the repeated questioning and a sense of powerlessness, which often resonates with male perspectives in songwriting. The self-deprecating tone, contrasting with a perceived 'big' entity, also aligns with common themes explored by male artists. 3. This led me to conclude that the artist is likely male and originates from North America, given the linguistic patterns and thematic content.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 5, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 9, 'second_person': 4, 'third_person': 1, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 5}",7,2,1,1,1,5,1,6,2,1,3,2,9,4,1,3,8,1,2,5
2711,Samurai,Yoji Biomehanika,male,asia,wasabi,Male,North America,"1. First I noticed the use of slang terms like 'keyboard cowboys,' which is commonly associated with online culture and gaming, prevalent in North American online communities. 2. Then I observed the juxtaposition of 'samurai' with 'keyboard cowboys,' suggesting a modern, potentially ironic, take on traditional warrior imagery, a stylistic choice often seen in male artists. 3. This led me to conclude that the artist is likely male and based in North America, reflecting a contemporary, digitally-influenced aesthetic.","{'emotions': 3, 'romance_topics': 1, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 1, 'second_person': 1, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 8}",3,1,1,4,1,1,1,6,2,1,2,1,1,1,1,4,1,1,2,8
2712,Only One,Liyana Fizi,female,asia,wasabi,Male,North America,"1. First I noticed the prevalence of first-person pronouns ('I', 'my') and a focus on personal experiences, suggesting a male perspective often associated with narrative storytelling. 2. Then I observed the themes of relationships, betrayal, and introspection, which are common in male-dominated genres like pop and R&B. The language also incorporates slang and colloquial expressions. 3. This led me to conclude that the artist is likely male and originates from North America, given the lyrical style and thematic choices.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2713,Ada,Iwan Fals,male,asia,wasabi,Male,North America,"1. First I noticed the highly repetitive and philosophical nature of the lyrics, which is often associated with male artists exploring existential themes. 2. Then I observed the lack of overtly emotional language and the focus on abstract concepts like 'is' and 'isn't,' suggesting a detached and intellectual style. 3. This led me to conclude that the artist is likely male and, given the abstract and somewhat melancholic tone, potentially from North America, where such introspective artistry is common.","{'emotions': 4, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 8, 'profanity': 1, 'intensifiers': 1, 'hedges': 3, 'first_person': 1, 'second_person': 1, 'third_person': 1, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",4,1,1,1,1,1,1,1,8,1,1,3,1,1,1,3,7,1,1,2
2714,Love Look Away,Lea Salonga,female,asia,wasabi,Male,North America,"1. First I noticed a strong focus on heartbreak and longing, expressed through direct addresses like 'Love, look away!' This emotional intensity and personal narrative is frequently found in male artists' songwriting. 2. Then I observed the relatively simple sentence structure and vocabulary, combined with frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), suggesting a conversational style common in North American popular music. 3. This led me to conclude that the artist is likely male and originates from North America, given the emotional themes, linguistic style, and prevalence of personal reflection.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2715,Lullaby For You,Jyongri,female,asia,wasabi,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you,' 'your'), indicating a focus on personal feelings and addressing a specific individual. 2. Then I observed the lyrical themes of vulnerability, fear, and longing, particularly related to romantic relationships and a desire for comfort and security. The references to being 'fifteen' and wishing for a simpler past suggest a youthful perspective. 3. This led me to conclude that the artist is likely male, given the emotional depth and introspective nature of the lyrics, and the North American region due to the relatively straightforward language and common lyrical tropes.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 6, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 8, 'politeness': 7, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,1,1,3,3,1,4,6,10,8,2,4,8,7,1,3
2716,14-4-84,Iwan Fals,male,asia,wasabi,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'my') combined with direct address ('you') and familial terms ('my wife', 'my son'). This suggests a personal and emotionally charged narrative, often associated with male artists in certain genres. 2. Then I observed the themes of love, family, and imparting values to children, which, while present in music across genders, are frequently emphasized in narratives from a male perspective, particularly concerning masculinity and legacy. 3. This led me to conclude that the artist is likely male and, given the directness and emotive language, likely originates from North America, where such lyrical styles are common.","{'emotions': 9, 'romance_topics': 8, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 1, 'family': 10, 'slang_usage': 2, 'formal_language': 3, 'profanity': 1, 'intensifiers': 5, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 4, 'aggression_toxicity': 4, 'cultural_references': 2}",9,8,1,3,1,1,10,2,3,1,5,1,10,7,3,6,2,4,4,2
2717,Kau Ku Sayang,Siti Nurhaliza,female,asia,wasabi,Male,North America,"1. First I noticed the frequent use of first-person pronouns ('I', 'me', 'my') alongside second-person pronouns ('you', 'your'), indicating a focus on a personal relationship and emotional expression. 2. Then I observed the romantic themes and expressions of love and longing, such as 'captivated,' 'pierces my heart,' and 'I love you.' The use of intensifiers like 'surely' also contributes to a heightened emotional tone. 3. This led me to conclude that the artist is likely male, given the introspective and emotionally vulnerable nature of the lyrics, which is often associated with male artists in contemporary popular music. The language suggests a North American influence due to the relatively straightforward and direct style, although further analysis would be needed for a definitive determination.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 2, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,1,1,3,2,1,4,1,9,7,2,5,1,2,1,2
2718,Bu Gece,Nev,male,asia,wasabi,Male,Asia,"1. First I noticed the frequent use of first-person pronouns ('I', 'me', 'my') and expressions of personal suffering and loss, which are often more prevalent in male artists exploring themes of heartbreak and introspection. 2. Then I observed the cultural references to Istanbul and the mention of 'Leyla,' a common name and figure in Middle Eastern and Central Asian poetry and music, suggesting a strong regional influence. 3. This led me to conclude that the artist is likely male and originates from a region within Asia, potentially with Turkish or Persian influences.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 2, 'aggression_toxicity': 4, 'cultural_references': 8}",9,10,1,4,1,1,1,4,3,2,4,1,10,6,3,4,7,2,4,8
2719,Fuk Dat,DJ Honda,male,asia,wasabi,Male,North America,"1. The extensive use of slang terms like 'nigga,' 'gat clappers,' and 'L' is characteristic of contemporary North American hip-hop. 2. The lyrical content focuses on themes of aggression, conflict, and street credibility, which are common in male-dominated hip-hop subgenres. 3. References to other rappers (Illmatic, Nas, Black Moon, Buckshot) and hip-hop culture solidify the North American origin and suggest a male artist familiar with the genre's history.","{'emotions': 7, 'romance_topics': 1, 'party_club': 3, 'violence': 8, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 7, 'intensifiers': 5, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 9, 'cultural_references': 8}",7,1,3,8,1,4,1,9,1,7,5,1,8,6,3,7,2,1,9,8
2720,Ares,Gackt,male,asia,wasabi,Male,North America,"1. First I noticed a contemplative and introspective tone, frequently using first-person pronouns ('I', 'me', 'my') and questioning his own actions and memories. This is often a characteristic of male artists exploring internal struggles. 2. Then I observed the use of metaphorical language (snow blanketing, veiled in faint hues, demons, ascending thing) and philosophical themes (truth, loneliness, cowardice/courage), which are common in introspective songwriting across various regions, but particularly prevalent in North American artists. 3. This led me to conclude that the artist is likely male, given the introspective nature of the lyrics, and originates from North America, due to the prevalent style of philosophical songwriting.","{'emotions': 8, 'romance_topics': 2, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 6, 'profanity': 1, 'intensifiers': 2, 'hedges': 2, 'first_person': 9, 'second_person': 1, 'third_person': 3, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 3}",8,2,1,1,1,1,1,1,6,1,2,2,9,1,3,3,7,1,1,3
2721,Horizon,Ua,female,asia,wasabi,Male,North America,"1. First I noticed a melancholic and reflective tone, often associated with male artists exploring themes of loss and longing. The introspective nature of the lyrics, focusing on personal feelings and failed communication, aligns with common male lyrical patterns. 2. Then I observed the use of relatively sophisticated vocabulary and imagery ('avert my eyes,' 'fragments of courage,' 'shadow of time,' 'scrawled on the walls of memory') suggesting a level of education and artistic expression typical of North American songwriters. 3. This led me to conclude that the artist is likely male and originates from North America, given the lyrical style and vocabulary.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 7, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 3, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 8, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,1,1,2,7,1,3,1,10,3,1,4,8,2,1,3
2722,Free,Dana International,female,asia,wasabi,Male,North America,"1. First I noticed the prevalent use of first-person pronouns ('I', 'me', 'my') and a focus on personal liberation and spirituality, which are often associated with male artists in contemporary music. 2. Then I observed the relatively simple vocabulary and repetitive phrasing, common in popular music originating from North America. 3. This led me to conclude that the artist is likely male and from North America, given the lyrical themes and stylistic choices.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 3, 'success_money': 1, 'family': 2, 'slang_usage': 2, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 1, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 4}",8,1,1,1,3,1,2,2,3,1,3,1,9,1,2,7,1,1,1,4
2723,Seviyorum Sevmiyorum,Nil Karaibrahimgil,female,asia,wasabi,Male,Asia,"1. First I noticed a strong emphasis on personal emotional turmoil and heartbreak, frequently expressed through first-person pronouns and questioning. 2. Then I observed the presence of unique cultural references like 'Bad Cat Sherafettin,' which points towards a non-Western origin. The phrasing and emotional intensity are consistent with some Asian lyrical styles. 3. This led me to conclude that the artist is likely male and originates from Asia.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 4, 'confidence': 3, 'doubt_uncertainty': 8, 'politeness': 3, 'aggression_toxicity': 2, 'cultural_references': 8}",9,10,1,2,1,1,1,7,2,2,4,1,10,6,4,3,8,3,2,8
2724,Driving,Olivia Ong,female,asia,wasabi,Female,North America,"1. First I noticed the consistent use of 'I' and 'me,' indicating a focus on personal experience and emotions, a common trait in female-led songwriting. 2. Then I observed the themes of longing, loneliness, and vulnerability expressed in the lyrics, particularly the plea 'loverboy, please call me home,' which aligns with stereotypical female expressions of desire and dependence. 3. This led me to conclude the artist is likely female, and the lyrical style and references ('a girl can get lonely') suggest a North American origin.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 5, 'formal_language': 2, 'profanity': 1, 'intensifiers': 3, 'hedges': 4, 'first_person': 10, 'second_person': 6, 'third_person': 1, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 4}",8,9,1,1,1,1,1,5,2,1,3,4,10,6,1,4,6,3,1,4
2725,Why This Kolaveri Di,Dhanush,male,asia,wasabi,Male,Asia,"1. Initially, the heavy use of slang and informal language, combined with the repetitive phrasing, suggested a contemporary, potentially younger artist. 2. The inclusion of Tamil words like 'kolaveri', 'moonu', and phrases like 'Maama notes eduthuko' strongly points towards a South Asian origin. 3. The themes of heartbreak, longing, and a somewhat cynical outlook, expressed through informal language and slang, are often associated with male artists in popular music.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 10, 'formal_language': 1, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 9}",8,9,4,1,1,3,1,10,1,3,4,1,8,6,3,5,3,1,2,9
2726,Stir Me Up,Hadise,female,asia,wasabi,Female,North America,"1. First I noticed the frequent use of second-person pronouns ('you,' 'your') directed at a male figure ('boy'), indicating a focus on romantic interaction. 2. Then I observed the overtly sexual language and themes, such as 'stir me up,' 'make it hot,' and 'take a bite,' which are commonly associated with female artists in pop music. 3. This led me to conclude that the artist is likely female, and the regional language and slang suggest a North American origin.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2727,Surat Buat Wakil Rakyat,Iwan Fals,male,asia,wasabi,Male,Asia,"1. First I noticed the repeated use of formal address ('To you who...') and the direct appeals to political figures, suggesting a focus on civic duty and potentially a male perspective given the serious tone. 2. Then I observed the specific cultural references like 'Sabang to Merauke' and the phrases 'he-eh' and 'hahaha,' which strongly indicate an Indonesian or Southeast Asian origin. 3. This led me to conclude that the artist is likely male and from Asia, specifically Indonesia or a neighboring country, given the linguistic and cultural cues.","{'emotions': 6, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 10, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 9, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 5, 'second_person': 8, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 8, 'aggression_toxicity': 2, 'cultural_references': 8}",6,1,1,1,10,2,1,4,9,1,3,1,5,8,3,6,2,8,2,8
2728,Nesi Var?,Nil Karaibrahimgil,female,asia,wasabi,Female,North America,"1. First I noticed the repetitive questioning 'What is there?' and the use of 'I' and 'me' frequently, suggesting introspection and personal reflection. 2. Then I observed the emotional vulnerability expressed through lines like 'It kills me, it affects me deeply' and 'tears come from within me,' which is often associated with female artists. The language is poetic and evocative, not aggressive. 3. This led me to conclude that the artist is likely female, and the style aligns with contemporary singer-songwriter trends prevalent in North America.","{'emotions': 9, 'romance_topics': 7, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 1, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 7, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,7,1,1,1,1,1,2,3,1,3,1,10,1,2,3,7,2,1,2
2729,Bright Wings,Kotoko,female,asia,wasabi,Male,North America,"1. First I noticed a strong emphasis on emotional support and reassurance directed towards 'you,' suggesting a male perspective offering comfort. The language is relatively simple and direct, which is often found in male-oriented songwriting. 2. Then I observed the prevalence of first-person pronouns ('I,' 'my') combined with frequent second-person pronouns ('you,' 'your'), indicating a close, personal relationship and a desire to connect with the listener. The themes of shared experiences and memories also lean towards a narrative often explored by male artists. 3. This led me to conclude that the artist is likely male, and given the lyrical style and themes of emotional vulnerability and connection, the region is most likely North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2730,Honey Bee,Zee Avi,female,asia,wasabi,Female,Asia,"1. The lyrics utilize imagery and metaphors related to nature (bees, trees, butterflies), which is often associated with female artists. 2. The song's structure and lyrical style, including the use of repetitive phrases and a somewhat whimsical tone, suggest a cultural influence from Asia. 3. The artist's background as Zee Avi, a Malaysian singer-songwriter, further supports the regional prediction.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 1, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 8, 'second_person': 4, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 7}",8,9,1,1,1,2,1,3,1,1,3,2,8,4,3,5,3,2,1,7
2731,Una Pastora,Yasmin Levy,female,asia,wasabi,Female,Europe,"1. First I noticed the consistent use of first-person pronouns ('I,' 'me,' 'my') and the expression of unrequited love, which are common in songs exploring personal emotions. 2. Then I observed the lyrical style, which leans towards a more traditional, narrative form with a focus on romantic longing, characteristic of European folk music traditions. The use of imagery like 'shepherdess' and 'flower' further supports this. 3. This led me to conclude that the artist is likely female and originates from Europe, given the thematic content and poetic style.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 10, 'second_person': 1, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 7}",9,10,1,1,1,1,1,1,6,1,3,1,10,1,4,4,5,3,1,7
2732,&Brand-New,Crystal Kay,female,asia,wasabi,Female,Asia,"1. First I noticed the lyrics are primarily in Japanese, which strongly suggests an Asian origin. 2. Then I observed a focus on emotional expression, particularly sadness and longing, coupled with themes of moving forward and embracing a new future. The use of phrases like 'MISS YOU MY BABY' and 'I WILL NEVER FORGET YOU' indicate a romantic theme. 3. This led me to conclude the artist is likely female, given the emotional vulnerability and lyrical style often associated with female artists in Asian pop music. The blend of Japanese and English phrases is common in J-Pop, further supporting this conclusion.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 3, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 8}",9,10,1,1,1,2,1,4,3,1,6,1,8,3,2,5,4,3,1,8
2733,Golden Mic(Remix),Zeebra,male,asia,wasabi,Male,North America,"1. First I noticed the heavy use of first-person pronouns ('I,' 'me,' 'my') and assertive language, which is often associated with male artists in hip-hop. 2. Then I observed the references to 'BAD BOYs' and a general boasting tone, further suggesting a male perspective. The lyrical content also includes mentions of luxury items and a competitive spirit common in male-dominated genres like hip-hop. 3. This led me to conclude that the artist is likely male, and given the references to hip-hop culture and specific artists like KRS-ONE and Public Enemy, the region is most likely North America.","{'emotions': 7, 'romance_topics': 2, 'party_club': 6, 'violence': 5, 'politics_religion': 3, 'success_money': 9, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 5, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 3, 'third_person': 4, 'confidence': 8, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 10}",7,2,6,5,3,9,1,8,1,5,6,1,9,3,4,8,2,1,6,10
