index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
2499,Que Tu Es Belle,Mike Brant,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2500,Birazdan Kudurur Deniz,Ahmet Kaya,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2501,Hold On To Your Dreams,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2502,Chingari Koi Bhadke,Kishore Kumar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2503,Takvim,Sezen Aksu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2504,A Piacere,Kotoko,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2505,Lagu Untuk Sebuah Nama,Ebiet G. Ade,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2506,Love Me Thoda Aur,Arijit Singh,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2507,I Can,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2508,Uykusuz Her Gece,Ajda Pekkan,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2509,I Will,Sowelu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2510,Sanma,Hande Yener,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2511,Puing,Iwan Fals,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2512,God Save The Mona Lisa,Fantastic Plastic Machine,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2513,Neden,Ahmet Kaya,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2514,Star Fruits Surf Rider,Cornelius,male,asia,wasabi,,Oceania,,,,,CONTINENT: Oceania
2515,Goodbye,Crystal Kay,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2516,Ela Ela Leose,Volkan Konak,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2517,Meiso,DJ Krush,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2518,Girl Move On,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2519,That Situation,Lea Salonga,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2520,Wajah Kekasih,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2521,Heman,Nil Karaibrahimgil,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2522,Brown Rang,Yo Yo Honey Singh,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2523,How Can I?,Lea Salonga,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2524,You,Yuria,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2525,Intro,DJ Honda,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2526,Celoteh Camar Tolol Dan Cemar,Iwan Fals,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2527,Caspia,Keren Ann,female,asia,wasabi,,Oceania,,,,,CONTINENT: Oceania
2528,Saans,Shreya Ghoshal,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2529,Badra Bahaar,Amit Trivedi,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2530,Take Me,Paolo Santos,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2531,Helal Et,Mustafa Sandal,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2532,Kaderimin Oyunu,Ajda Pekkan,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2533,We Could Be In Love,Lea Salonga,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2534,Shining,Crystal Kay,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2535,Pardon,Sezen Aksu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2536,Galata,Sibel Can,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2537,Hinahanap-Hanap Kita,Regine Velasquez,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2538,Kendine Gel,Yonca Evcimik,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2539,Solarhalfbreed,Olivia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2540,Before It Explodes,Charice,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2541,Silver,Nokko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2542,Mint,Bonnie Pink,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2543,Im Tachpetza,The Idan Raichel Project,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2544,Favourite Thing,Yuna,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2545,Humdard,Arijit Singh,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2546,Madah Berhelah,Ziana Zain,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2547,Song Of The Ancients / Devola,Keiichi Okabe,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2548,Kumusta Ka,Daniel Padilla,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2549,Sugali,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2550,Kupu-Kupu Kertas,Ebiet G. Ade,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2551,Light Writing,Liyana Fizi,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2552,Purnama Merindu,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2553,Untukmu Selamanya,Misha Omar,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2554,Brazil,Cornelius,male,asia,wasabi,,South America,,,,,CONTINENT: South America
2555,Song Of The Ancients / Popola,Keiichi Okabe,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2556,Waqt Ne Kiya Kya Haseen Sitam,Geeta Dutt,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2557,Dokunuver,Yonca Evcimik,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2558,If We Try,Aiza Seguerra,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2559,Ambulan Zig Zag,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2560,Kaybeden,Erdem Yener,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2561,Sebelum Kau Bosan,Iwan Fals,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2562,Raize,Inoran,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2563,The Dark Colossus Destroys All,Keiichi Okabe,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2564,Minamahal Pala Kita,Ariel Rivera,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2565,Cinta Pertama (Sunny),Bunga Citra Lestari,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2566,Lonely In Space,Tata Young,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2567,Lost At Sea,Leah Dizon,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2568,Baby Baby,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2569,Glisten,Sowelu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2570,Aao Huzoor Tumko,Asha Bhosle,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2571,Far As The Sky,Charice,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2572,Karar Vermek Zor,Ahmet Kaya,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2573,Bakit Ngayon Ka Lang,Ogie Alcasid,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2574,Dhoom Dhoom,Tata Young,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2575,Intro Ni Mike Swift,Gloc-9,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2576,Leyli,Sagopa Kajmer,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2577,Ayah Aku Mohon Maaf,Ebiet G. Ade,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2578,Neler Neler,Mustafa Sandal,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2579,Pani Da Rang (Male),Ayushmann Khurrana,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2580,Rainbow,Sowelu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2581,Mint,Olivia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2582,Pagdating Ng Panahon,Aiza Seguerra,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2583,Gayuma,Abra,male,asia,wasabi,,Asia,,,,,"CONTINENT: Asia

**Reasoning:**

The most significant clue is the repeated mention of ""ga-ga-gayuma."" This is a Filipino folk belief referring to a love potion or charm. The lyrics explicitly state the feelings are due to this ""gayuma,"" which is deeply rooted in Filipino (and wider Southeast Asian) culture. Furthermore, references to Rebisco (a popular Filipino snack), Son Goku (a Japanese anime character), and the overall lyrical style align with contemporary Filipino music trends. The blend of Tagalog and English also points to a Southeast Asian origin, specifically the Philippines."
2584,You Must Learn All Night Long,Fantastic Plastic Machine,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2585,Elveda,Sezen Aksu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2586,Sea Of Cloud,Nujabes,male,asia,wasabi,,Africa,,,,,"Please provide the lyrics you want me to classify. I need the song lyrics to determine the continent of origin. Once you provide them, I will analyze them and respond with:

CONTINENT: <Africa|Asia|Europe|North America|South America|Oceania>"
2587,"My Soul, Your Beats!",Lia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2588,Reason Enough,Regine Velasquez,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2589,Saikai-Story-,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2590,Papa Lapped A Pap Lopped,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2591,Mad Afternoon,Bonnie Pink,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2592,Mimpi-Mimpi Yang Kandas,Ebiet G. Ade,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2593,Another World,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2594,Nani Nani,Yasmin Levy,female,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2595,Minsan,Sarah Geronimo,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2596,Letting Go,Gary Valenciano,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2597,Everybody Up,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2598,Brigitte Bardot,Dario Moreno,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2599,Hay Yam Yam,Erkin Koray,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2600,Beautiful Dreamer,Sowelu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2601,TORO,Ua,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2602,When You Hot You Hot,DJ Honda,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2603,You Are...,Lia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2604,Belum Juga Datang,Kris Dayanti,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2605,Nice To Be,Love,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2606,Suya Hapsettim,Deniz Seki,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2607,Durum Beter,Tarkan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2608,Cari-Cari,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2609,Language Of Love,Dana International,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2610,Barang Antik,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2611,Kiss Me,Olivia Ong,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2612,Rose Marie,Volkan Konak,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2613,I Believe,Gary Valenciano,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2614,Let Me Know,Towa Tei,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2615,Before I Let You Go,Sarah Geronimo,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2616,Say Hi!!,Kokia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2617,Dile Kolay,Ajda Pekkan,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2618,Timur Tengah I,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2619,For Your Babies,Olivia Ong,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2620,Kavrulduk,Mustafa Sandal,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2621,Bahala Na,Jolina Magdangal,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2622,Ex-Boyfriend,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2623,Car Lights On In The Daytime Blues,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2624,Lose Big,Eef Barzelay,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2625,Balik Kampung,Sudirman,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2626,STEP,Minmi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2627,August,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2628,Today,Noa,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2629,Ali Da Malang,Nusrat Fateh Ali Khan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2630,Conspiratory Visions Of Gomorrah,Asaf Avidan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2631,Yeter Ki,Haluk Levent,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2632,Sa Aking Pag-Iisa,Regine Velasquez,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2633,Thank You,Charice,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2634,Here I Am,Erik Santos,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2635,Sorma Neden,Rafet El Roman,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2636,Blade Runner,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2637,Blaze,Kotoko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2638,Turn Around,Borgore,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2639,Souls,Bird,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2640,Karena Kau Bunda Kami,Iwan Fals,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2641,Gitme,Tarkan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2642,Zindagi Ek Safar Hai Suhana,Kishore Kumar,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2643,Jee Karda,Divya Kumar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2644,Music Is Mine,Nujabes,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2645,Yok Yok,Erkin Koray,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2646,Lho,Iwan Fals,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2647,Ah!...,Ahmet Kaya,male,asia,wasabi,,Europe,,,,,"Here's the classification of each set of lyrics, following the requested format:

1. CONTINENT: Europe 
   *Reasoning:* The references to ""French possession,"" ""movie star,"" and the overall tone evoke a sense of European sophistication and glamour. The imagery is reminiscent of classic French cinema and art.

2. CONTINENT: Asia
   *Reasoning:* The imagery of ""oranges,"" ""coral,"" and a ""port city"" combined with the passionate, almost fatalistic tone, strongly suggests a Southeast Asian setting. The accordion solo, while potentially referencing European music, doesn't outweigh the other cultural cues.

3. CONTINENT: Europe
   *Reasoning:* The imagery of rain, a ""girl in a raincoat,"" and the melancholic tone are commonly associated with European, particularly Nordic, artistic expression. The overall feeling is introspective and subtly dramatic.

4. CONTINENT: Europe
   *Reasoning:* The references to ""socialist hair,"" ""militant,"" and ""torture"" point to a politically charged environment often found in European history and art. The themes of struggle, sacrifice, and a sense of righteous living further solidify this classification."
2648,Oysa,Sertab Erener,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2649,Tutsak,Sezen Aksu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2650,Alone Again Or,Love,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2651,Love Is More Than Words (Or Better Late Than Never),Love,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2652,Pyar Manga Hai Tumhi Se,Kishore Kumar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2653,Got Me Like Oh,Sertab Erener,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2654,International Anthem,DJ Honda,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2655,Saving Forever For You,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2656,Kirakuni,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2657,How Am I Supposed To Live Without You,Sharon Cuneta,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2658,Please Be Careful With My Heart,Christian Bautista,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2659,In The Morning,Zhu,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2660,Nextaction,Tomohisa Yamashita,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2661,Stars,Olivia Ong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2662,Bacteria,Hide,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2663,I Believe (Chinese),Olivia Ong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2664,Kasama Kang Tumanda,Daniel Padilla,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2665,Flow,Bird,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2666,Yak Gel,Funda Arar,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2667,Lolitapop Dollhouse,Kahimi Karie,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2668,Dispar,Gackt,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2669,I Just Want You To Be Happy,Bonnie Pink,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2670,Jiya,Arijit Singh,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2671,Another World,Minmi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2672,Rinna Rinnan Nay,Ahmet Kaya,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2673,Search And Know,Gary Valenciano,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2674,Tum Ho Toh,Farhan Akhtar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2675,Kibir,Sezen Aksu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2676,Nandito Ako,Lea Salonga,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2677,Hanggang Kailan,Sarah Geronimo,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2678,Thank You,Nujabes,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2679,The Face Of Love,Nusrat Fateh Ali Khan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2680,Believe,Bonnie Pink,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2681,Waking Up,Esther Ofarim,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2682,Sa Ugoy Ng Duyan,Lea Salonga,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2683,The Rule Of The Universe,Kokia,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2684,Hikayemiz (Bizim),Ahmet Kaya,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2685,I Could Not Ask For More,Christian Bautista,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2686,Seni Sevmek,Edip Akbayram,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2687,Mektup,Teoman,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2688,Sanam Re,Mithoon,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2689,Paradise Awaits,Zhu,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2690,Shine Like A Superstar,Tata Young,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2691,Kurik Kundi,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2692,Jam,Yui,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2693,Kembalikan Indah,Siti Nurhaliza,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2694,Menadah Gerimis,Ziana Zain,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2695,Breathless Album Breathless 98,Shankar Mahadevan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2696,Please Naman,Lea Salonga,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2697,Revelation,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2698,Selamat Tinggal Malam,Iwan Fals,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2699,My Planet,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2700,Life Is Like A Boat,Rie Fu,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2701,Motherland,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2702,On My Way,Corrinne May,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2703,Ey Kalbim,Deniz Seki,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2704,Gurur,Sibel Can,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2705,Last Notice,Liyana Fizi,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2706,Belvedia,Kotoko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2707,Lagu Enam,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2708,Ash,Gackt,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2709,I Want What I Want,Tata Young,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2710,Besar Dan Kecil,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2711,Samurai,Yoji Biomehanika,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2712,Only One,Liyana Fizi,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2713,Ada,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2714,Love Look Away,Lea Salonga,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2715,Lullaby For You,Jyongri,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2716,14-4-84,Iwan Fals,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2717,Kau Ku Sayang,Siti Nurhaliza,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2718,Bu Gece,Nev,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2719,Fuk Dat,DJ Honda,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2720,Ares,Gackt,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2721,Horizon,Ua,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2722,Free,Dana International,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2723,Seviyorum Sevmiyorum,Nil Karaibrahimgil,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2724,Driving,Olivia Ong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2725,Why This Kolaveri Di,Dhanush,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2726,Stir Me Up,Hadise,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2727,Surat Buat Wakil Rakyat,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2728,Nesi Var?,Nil Karaibrahimgil,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2729,Bright Wings,Kotoko,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2730,Honey Bee,Zee Avi,female,asia,wasabi,,Oceania,,,,,CONTINENT: Oceania
2731,Una Pastora,Yasmin Levy,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2732,&Brand-New,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2733,Golden Mic(Remix),Zeebra,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2734,Dheeme Dheeme,A. R. Rahman,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2735,Pizmon Layakinton,Esther Ofarim,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2736,Love Or Game,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2737,Sen Bensiz Ben Sensiz,Deniz Seki,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2738,Meine Art Liebe Zu Zeigen,Daliah Lavi,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2739,Lonely Girl,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2740,I Need Your Love,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2741,Dreams Be,Rie Fu,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2742,My Flash On You,Love,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2743,One,Crystal Kay,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2744,Kazablanka,Nil Karaibrahimgil,female,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2745,Sen Ve Ben,Ajda Pekkan,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2746,Jangan Bersedih Lagi,Anuar Zain,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2747,Hop Hop Gelsin,Erkin Koray,male,asia,wasabi,,Africa,,,,,CONTINENT: Africa
2748,'di Bale Na Lang,Gary Valenciano,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2749,My Daddy,Olivia,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2750,Por La Rep',Eterne Rima,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2751,California,AI,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2752,24 Hours,Corrinne May,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2753,Putus Terpaksa,Ziana Zain,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2754,Cry Me A River,Borgore,male,asia,wasabi,,North America,,,,,CONTINENT: North America
2755,Tuzak,Teoman,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2756,Only With You,Olivia Ong,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2757,Thumbtacks In My Marrow,Asaf Avidan,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2758,Dil Kya Kare,Kishore Kumar,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2759,UNDER THE SUN,Hitomi,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2760,Pare Pare,Tarkan,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2761,Heaven,Nina,female,asia,wasabi,,North America,,,,,CONTINENT: North America
2762,Riwayat Cinta,Misha Omar,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2763,Senor Senora Senorita,Miyavi,male,asia,wasabi,,South America,,,,,CONTINENT: South America
2764,Intro,Iwan Fals,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2765,Tu Hi Re,A. R. Rahman,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2766,Surprise!,Bonnie Pink,female,asia,wasabi,,Asia,,,,,CONTINENT: Asia
2767,Karizma,Mustafa Sandal,male,asia,wasabi,,Europe,,,,,CONTINENT: Europe
2768,Hura Hura Huru Hara,Iwan Fals,male,asia,wasabi,,Asia,,,,,CONTINENT: Asia
