index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
2536,Galata,Sibel Can,female,asia,wasabi,Male,Asia,"The lyrics heavily emphasize emotions like sadness, longing, and heartbreak. The references to 'Galata' and 'divan' alongside the Turkish names 'Sibel Can' and 'Halil Sezai' strongly suggest a cultural origin in Asia, specifically Turkey. The frequent use of first-person perspective highlights personal feelings and experiences. The absence of slang or formal language indicates a more poetic style, and the overall tone leans towards melancholy and regret.","{'emotions': 9, 'romance_topics': 8, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 8, 'second_person': 3, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 9}",9,8,4,1,1,1,1,4,4,1,3,1,8,3,2,4,5,1,2,9
2537,Hinahanap-Hanap Kita,Regine Velasquez,female,asia,wasabi,Male,North America,"The lyrics heavily emphasize romantic longing and searching for a loved one, indicated by phrases like 'I search for you' and descriptions of joy and longing. The use of 'you' is frequent, and the repetition of phrases suggests a focused, emotional narrative. The reference to 'teleserye' points to a cultural connection to Filipino/Latin American soap operas, and the repetitive structure and emotional intensity suggest a male artist.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 7}",8,10,1,1,1,1,1,4,3,1,3,1,9,6,2,5,3,1,1,7
2538,Kendine Gel,Yonca Evcimik,female,asia,wasabi,Male,North America,"The lyrics primarily focus on interpersonal conflict and warnings ('Pay attention to your words', 'Know your limits'), suggesting a male perspective due to the direct and confrontational tone. The frequent use of 'you' indicates a direct address, while the themes are not strongly tied to any particular region, but the overall style aligns with North American popular music.","{'emotions': 6, 'romance_topics': 3, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 5, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",6,3,1,2,1,2,1,4,3,2,4,1,5,8,2,4,3,1,4,2
2539,Solarhalfbreed,Olivia,female,asia,wasabi,Male,North America,"The lyrics heavily feature romantic themes ('With you I find What is me'), emotional expression (sadness implied by 'December clouds cry'), and first-person perspective. The language is somewhat poetic but contains informal elements. The references to 'sakura' suggest a slight East Asian cultural influence, while the overall tone and lyrical style align with North American male artists. The prevalence of 'you' indicates a direct address, fostering a sense of intimacy.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2540,Before It Explodes,Charice,female,asia,wasabi,Male,North America,"The lyrics heavily focus on a failing romantic relationship, exhibiting strong emotions of sadness, anger, and resignation. The use of 'we' and 'us' suggests a shared experience. While there's some frustration and a hint of aggression, the overall tone is melancholic and reflective, characteristic of a male artist exploring heartbreak. The language is relatively simple and accessible, pointing towards a North American origin.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 7, 'second_person': 5, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",8,9,1,4,1,1,1,4,3,2,4,1,7,5,2,4,5,1,4,2
2541,Silver,Nokko,female,asia,wasabi,Male,North America,"The lyrics exhibit a youthful, somewhat chaotic energy with slang and repetitive phrases. The themes revolve around speed, escape, and a surreal, dreamlike state, pointing towards a male artist likely from North America given the language and style.","{'emotions': 6, 'romance_topics': 2, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 2, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 4}",6,2,1,1,1,2,1,7,1,3,4,1,8,2,2,5,3,1,2,4
2542,Mint,Bonnie Pink,female,asia,wasabi,Male,North America,The lyrics heavily focus on romantic loss and the impact on the speaker's emotional state. Frequent use of 'I' indicates a strong first-person perspective. The language is relatively informal with some poetic phrasing. The themes and style suggest a North American male artist.,"{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 10, 'second_person': 2, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 2}",8,9,1,1,1,2,1,5,3,1,4,3,10,2,3,4,5,1,3,2
2543,Im Tachpetza,The Idan Raichel Project,male,asia,wasabi,Male,Unknown,"The lyrics are explicitly religious, referencing the Ten Commandments and Torah. Formal language dominates, with limited emotional expression beyond reverence. There's minimal use of personal pronouns, and no slang or profanity. The cultural references are strongly tied to Jewish religious tradition.","{'emotions': 3, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 10, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 8, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 2, 'second_person': 1, 'third_person': 6, 'confidence': 4, 'doubt_uncertainty': 1, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 6}",3,1,1,1,10,1,1,1,8,1,2,1,2,1,6,4,1,3,1,6
2544,Favourite Thing,Yuna,female,asia,wasabi,Female,North America,"The lyrics heavily focus on romantic love and dependence on a partner, with expressions of vulnerability and reassurance. The language is relatively simple and conversational, suggesting a female artist with a North American background.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 7, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,4,3,1,4,1,8,7,3,5,4,2,1,2
2545,Humdard,Arijit Singh,male,asia,wasabi,Male,North America,"The lyrics heavily emphasize romantic love and emotional dependency, using formal language and focusing on personal feelings. The consistent use of 'I' and 'you' reinforces the interpersonal focus. There's minimal presence of other themes, suggesting a sentimental and introspective style typical of male singer-songwriters from North America.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,2,4,1,4,1,8,6,2,7,1,2,1,2
2546,Madah Berhelah,Ziana Zain,female,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic betrayal, sorrow, and a loss of confidence, indicating a male perspective expressing hurt feelings. The formal language and limited slang suggest a North American origin, while the lack of cultural references outside of the repeated phrase points to a potentially translated or less globally specific work.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 6, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 8, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 5, 'politeness': 3, 'aggression_toxicity': 4, 'cultural_references': 2}",9,10,1,2,1,1,1,3,6,1,4,2,8,7,3,6,5,3,4,2
2547,Song Of The Ancients / Devola,Keiichi Okabe,male,asia,wasabi,Male,North America,"The lyrics utilize formal language and focus on themes of perseverance and overcoming adversity, suggesting a male artist from North America. Emotional depth is present, but romance, partying, and slang are minimal. The tone is generally confident but not overtly aggressive.","{'emotions': 7, 'romance_topics': 3, 'party_club': 1, 'violence': 2, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 5, 'second_person': 1, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",7,3,1,2,1,3,1,2,6,1,3,1,5,1,3,5,1,1,1,1
2548,Kumusta Ka,Daniel Padilla,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and reassurance, utilizing direct questions and expressions of affection. The language is relatively simple and repetitive, suggesting a pop or ballad style common in North America. There's minimal slang, profanity, or cultural references. The consistent use of 'I' and 'you' indicates a direct, personal address. The tone is primarily concerned with expressing and maintaining a romantic connection, with elements of uncertainty and hope.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 9, 'second_person': 8, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 4, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 1}",8,10,1,1,1,1,1,3,4,1,3,2,9,8,2,5,4,3,1,1
2549,Sugali,Iwan Fals,male,asia,wasabi,Male,Asia,"The lyrics contain themes of danger, violence, and nightlife ('dance', 'joget', 'WTS site'), suggesting a male artist from a region where these elements are culturally relevant. The slang and cultural references ('teri class', 'Sugali') point to an Asian origin. The tone is anxious and uncertain, reflecting the fugitive's situation, and the presence of violence and aggression is notable.","{'emotions': 8, 'romance_topics': 4, 'party_club': 7, 'violence': 7, 'politics_religion': 1, 'success_money': 6, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 3, 'second_person': 6, 'third_person': 7, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 8}",8,4,7,7,1,6,1,7,2,2,4,1,3,6,7,5,6,1,4,8
2550,Kupu-Kupu Kertas,Ebiet G. Ade,male,asia,wasabi,Male,North America,"The lyrics explore complex emotions like sorrow, longing, and hatred, with a strong romantic undercurrent focusing on a single person. The repeated imagery of 'paper butterflies' suggests fragility and introspection. The use of 'I' and questions about deception indicate a personal and somewhat uncertain perspective. The language is relatively formal, though with some poetic license. The overall tone leans towards melancholy and reflection, typical of male artists in North America exploring introspective themes.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 0, 'intensifiers': 3, 'hedges': 4, 'first_person': 6, 'second_person': 2, 'third_person': 3, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",8,7,1,3,1,1,1,3,4,0,3,4,6,2,3,4,6,1,2,2
2551,Light Writing,Liyana Fizi,female,asia,wasabi,Male,North America,"The lyrics heavily focus on a past relationship and the emotional aftermath, reflected in high scores for emotions and romance. Frequent use of 'I' and 'you' indicates a personal narrative. Slang and informal language are present, while formal language is minimal. The overall tone is reflective and somewhat uncertain, with a moderate level of confidence. The North American region is inferred from the language style and common themes.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2552,Purnama Merindu,Siti Nurhaliza,female,asia,wasabi,Female,North America,"The lyrics heavily focus on longing, love, and a romantic plea, indicating a strong romance theme. The language is relatively formal, with a poetic tone. First-person perspective is prominent, expressing vulnerability and uncertainty. The absence of party/club themes, violence, and political/religious references suggests a contemplative, romantic artist, most likely female, rooted in a Western culture (North America).","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,1,1,2,4,1,3,3,8,6,2,4,6,3,1,3
2553,Untukmu Selamanya,Misha Omar,female,asia,wasabi,Male,North America,"The lyrics heavily emphasize romantic longing and devotion, featuring frequent direct address ('you'). The language is relatively formal, with a focus on emotional expression and a desire for enduring love. The lack of slang, party themes, or aggressive language points towards a male artist from a region with a tradition of romantic ballads, most likely North America.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 3, 'first_person': 7, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,1,1,3,4,1,3,3,7,6,2,5,3,2,1,2
2554,Brazil,Cornelius,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and reminiscing about a past relationship ('hearts', 'love', 'kissed'). The frequent use of 'I' and 'my' indicates a strong first-person perspective. The mention of 'Brazil' suggests a cultural reference. The tone is generally nostalgic and somewhat melancholic, with a moderate level of intensity and occasional slang. The language is not overly formal but also not heavily profane, pointing towards a male artist from North America.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
2555,Song Of The Ancients / Popola,Keiichi Okabe,male,asia,wasabi,Male,North America,"The lyrics use formal language and focus on themes of perseverance and overcoming adversity. There's a sense of shared struggle and resilience, suggesting a male perspective often associated with themes of strength and leadership. The language leans towards North American poetic style.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 2, 'formal_language': 6, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 5, 'second_person': 1, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",7,2,1,3,1,3,1,2,6,1,3,1,5,1,3,6,2,1,1,2
2556,Waqt Ne Kiya Kya Haseen Sitam,Geeta Dutt,female,asia,wasabi,Male,North America,"The lyrics express deep emotions of loss and longing related to a past relationship. The language is relatively formal and introspective, with a significant emphasis on uncertainty and questioning the future. The absence of slang, party themes, or aggressive language suggests a thoughtful, melancholic artist likely from a region where such introspective themes are common, such as North America.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 2, 'hedges': 3, 'first_person': 6, 'second_person': 3, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 7, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",8,9,1,1,1,1,1,2,4,1,2,3,6,3,2,4,7,1,1,1
2557,Dokunuver,Yonca Evcimik,female,asia,wasabi,Male,North America,"The lyrics heavily revolve around themes of love, loss, and a complex relationship, indicating a strong focus on romance. The use of 'I' and 'you' is prominent, and there's a sense of internal struggle and vulnerability. The language is relatively formal but contains some emotional intensity. The overall tone suggests a male artist from North America, given the introspective and somewhat melancholic nature of the lyrics.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 3, 'intensifiers': 4, 'hedges': 4, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 1}",8,9,1,1,1,1,1,3,4,3,4,4,8,6,2,4,5,1,4,1
2558,If We Try,Aiza Seguerra,female,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and uncertainty, with a strong first-person perspective and minimal slang or aggressive language. The tone is introspective and hopeful, suggesting a male artist from a Western, likely North American, background.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 5, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,9,1,1,1,1,1,5,3,1,4,5,8,6,2,5,6,2,1,2
2559,Ambulan Zig Zag,Iwan Fals,male,asia,wasabi,Male,North America,"The lyrics depict a series of dramatic medical emergencies with a focus on wealth, suffering, and social commentary. Frequent third-person narration and descriptions of events suggest a male perspective. The cultural references to sarongs and the overall narrative style lean towards North American storytelling traditions.","{'emotions': 7, 'romance_topics': 1, 'party_club': 1, 'violence': 6, 'politics_religion': 1, 'success_money': 7, 'family': 4, 'slang_usage': 4, 'formal_language': 4, 'profanity': 2, 'intensifiers': 3, 'hedges': 3, 'first_person': 4, 'second_person': 5, 'third_person': 7, 'confidence': 4, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 4, 'cultural_references': 4}",7,1,1,6,1,7,4,4,4,2,3,3,4,5,7,4,3,2,4,4
2560,Kaybeden,Erdem Yener,male,asia,wasabi,Male,North America,"The lyrics express deep sadness and introspection, leaning heavily on first-person narration. The club reference is brief and suggests isolation. The language is relatively simple, with a touch of formality but primarily focusing on emotional vulnerability. The overall tone suggests a North American male artist dealing with personal struggles.","{'emotions': 8, 'romance_topics': 3, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 0, 'intensifiers': 3, 'hedges': 2, 'first_person': 9, 'second_person': 3, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 1, 'aggression_toxicity': 2, 'cultural_references': 2}",8,3,4,1,1,1,1,4,3,0,3,2,9,3,2,4,5,1,2,2
2561,Sebelum Kau Bosan,Iwan Fals,male,asia,wasabi,Male,North America,"The lyrics heavily focus on a pleading, romantic relationship, expressing vulnerability and a desire for reassurance. The language is relatively simple and polite, with a prominent use of 'please' and 'promise me.' The first and second person perspectives are dominant. The overall tone is melancholic and desperate, leaning towards a male perspective given the emotional vulnerability expressed.","{'emotions': 7, 'romance_topics': 8, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 3, 'hedges': 2, 'first_person': 8, 'second_person': 7, 'third_person': 2, 'confidence': 3, 'doubt_uncertainty': 4, 'politeness': 6, 'aggression_toxicity': 2, 'cultural_references': 1}",7,8,1,1,1,1,1,3,4,1,3,2,8,7,2,3,4,6,2,1
2562,Raize,Inoran,male,asia,wasabi,Male,North America,"The lyrics convey a sense of personal journey, striving, and overcoming adversity, with a focus on emotional resilience. The language is relatively formal and aspirational, suggesting a North American male artist. The lack of romantic or party themes, and minimal slang, reinforces this assessment.","{'emotions': 8, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 2, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 1, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,3,1,1,1,4,1,2,4,1,4,1,8,1,2,7,1,1,1,2
2563,The Dark Colossus Destroys All,Keiichi Okabe,male,asia,wasabi,Male,North America,"The lyrics are poetic and introspective, focusing on themes of burden, unity, and truth. The language is relatively formal and lacks slang or explicit content. The prevalence of 'you' suggests a direct address, but it's not overtly romantic. The repeated phrases and simple structure point towards a male artist, and the overall tone and style align with North American poetic traditions.","{'emotions': 7, 'romance_topics': 3, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 1, 'formal_language': 6, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 3, 'second_person': 2, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 1}",7,3,1,1,1,1,1,1,6,1,2,1,3,2,2,5,2,1,1,1
2564,Minamahal Pala Kita,Ariel Rivera,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic regret, heartbreak, and longing. The frequent use of 'I' and addressing 'you' indicates a strong personal narrative. The language is relatively simple and emotive, suggesting a North American male artist expressing vulnerability and remorse.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 3, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 5, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,1,1,3,3,1,4,3,10,6,2,4,5,4,1,2
2565,Cinta Pertama (Sunny),Bunga Citra Lestari,female,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and unrequited love, with frequent use of first-person perspective expressing yearning for 'Sunny.' The language is relatively simple and straightforward, suggesting a North American origin. The emotional tone is consistently melancholic and pleading, with minimal slang or aggressive elements.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",8,10,1,1,1,1,1,3,3,1,4,1,9,6,2,4,6,2,1,2
2566,Lonely In Space,Tata Young,female,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic longing and a sense of isolation, using first-person perspective to express intense desire. The language is relatively simple and evocative, suggesting a contemporary pop style common in North America. There's minimal slang or profanity, and the overall tone is melancholic and introspective.","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,9,1,1,1,1,1,4,3,1,4,2,9,6,2,5,3,1,1,2
2567,Lost At Sea,Leah Dizon,female,asia,wasabi,Male,North America,"The lyrics heavily focus on a tumultuous, obsessive romantic relationship with themes of addiction and heartbreak. Frequent use of 'I' and 'you' establishes a direct, personal narrative. Slang is present, but not overwhelming. The overall tone is emotionally charged and vulnerable, leaning towards a male perspective given the expressions of longing and rescue, with some contemporary American cultural markers.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 5, 'intensifiers': 6, 'hedges': 3, 'first_person': 8, 'second_person': 7, 'third_person': 4, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",9,10,1,1,1,2,1,7,3,5,6,3,8,7,4,4,6,1,4,6
2568,Baby Baby,Tomohisa Yamashita,male,asia,wasabi,Male,North America,"The lyrics heavily focus on romantic themes and expressing affection, using repetitive 'BABY' and reassuring phrases. The language is relatively simple and conversational, leaning towards slang. First and second-person perspectives dominate, conveying a sense of intimacy and protection. The emotional tone is predominantly comforting and supportive, with a slight undercurrent of sadness but an overall message of hope and freedom. Given the themes and language style, a male artist from North America seems most probable.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 5, 'formal_language': 3, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 7, 'second_person': 8, 'third_person': 1, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",8,9,4,1,1,2,1,5,3,1,4,2,7,8,1,6,3,2,1,3
2569,Glisten,Sowelu,female,asia,wasabi,Male,North America,"The lyrics focus on personal reflection, emotional growth, and a romantic connection. Frequent use of 'I' and 'my' indicates a strong first-person perspective. While there's a sense of longing and anxiety, the overall tone is hopeful and confident. The language is relatively simple and accessible, suggesting a North American artist.","{'emotions': 8, 'romance_topics': 7, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 5, 'third_person': 2, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,7,1,1,1,4,1,3,4,1,4,1,9,5,2,6,3,1,1,2
2570,Aao Huzoor Tumko,Asha Bhosle,female,asia,wasabi,Male,Asia,"The lyrics heavily feature romantic themes and devotion, drawing heavily on Hindu mythology (Radha and Krishna). The language is formal and poetic, with a strong emotional core. The frequent use of 'my lord' and the overall tone suggest a male artist from a region where such devotional practices are common, likely Asia.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 7, 'profanity': 1, 'intensifiers': 4, 'hedges': 2, 'first_person': 7, 'second_person': 6, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 4, 'aggression_toxicity': 1, 'cultural_references': 8}",9,10,1,1,1,1,1,2,7,1,4,2,7,6,3,6,3,4,1,8
